parcelid,airconditioningtypeid,architecturalstyletypeid,basementsqft,bathroomcnt,bedroomcnt,buildingclasstypeid,buildingqualitytypeid,calculatedbathnbr,decktypeid,finishedfloor1squarefeet,calculatedfinishedsquarefeet,finishedsquarefeet12,finishedsquarefeet13,finishedsquarefeet15,finishedsquarefeet50,finishedsquarefeet6,fips,fireplacecnt,fullbathcnt,garagecarcnt,garagetotalsqft,hashottuborspa,heatingorsystemtypeid,latitude,longitude,lotsizesquarefeet,poolcnt,poolsizesum,pooltypeid10,pooltypeid2,pooltypeid7,propertycountylandusecode,propertylandusetypeid,propertyzoningdesc,rawcensustractandblock,regionidcity,regionidcounty,regionidneighborhood,regionidzip,roomcnt,storytypeid,threequarterbathnbr,typeconstructiontypeid,unitcnt,yardbuildingsqft17,yardbuildingsqft26,yearbuilt,numberofstories,fireplaceflag,structuretaxvaluedollarcnt,taxvaluedollarcnt,assessmentyear,landtaxvaluedollarcnt,taxamount,taxdelinquencyflag,taxdelinquencyyear,censustractandblock
12680153,,,,4.0,5.0,,7,4.0,,,3200.0,3200,,,,,06037,,4,,,,2,33815852,-118355875,7031.0,,,,,,0100,261,TORR-LO,060376512.221000,54722,3101,416330,96163,0.0,,,,1,,,1961.0,,,305300.0,1035000.0,2016,729700.0,11805.03,,,60376512221000
12680253,,,,2.0,3.0,,8,2.0,,,1536.0,1536,,,,,06037,,2,,,,2,33818006,-118357223,6050.0,,,,,,0100,261,TORR-LO,060376512.222004,54722,3101,416330,96163,0.0,,,,1,,,1960.0,,,130507.0,652538.0,2016,522031.0,7549.86,,,60376512222004
12680468,,,,2.0,4.0,,8,2.0,,,1890.0,1890,,,,,06037,,2,,,,2,33814022,-118358750,9122.0,,,,,,0100,261,TORR-LO,060376512.221011,54722,3101,416330,96163,0.0,,,,1,,,1960.0,,,112392.0,561974.0,2016,449582.0,6571.28,,,60376512221011
12680843,,,,3.0,6.0,,8,3.0,,,3128.0,3128,,,,,06037,,3,,,,2,33819660,-118362384,19202.0,,,,,,0100,261,TORR-LO,060376512.015014,54722,3101,416967,96163,0.0,,,,1,,,1955.0,,,261182.0,337708.0,2016,76526.0,4078.17,,,60376512015014
12680943,,,,3.0,4.0,,9,3.0,,,2933.0,2933,,,,,06037,,3,,,,2,33817768,-118366790,8827.0,,,,,,0100,261,TORR-LO,060376512.012000,54722,3101,416967,96163,0.0,,,,1,,,1998.0,,,425041.0,860581.0,2016,435540.0,9858.15,,,60376512012000
12681089,,,,3.0,5.0,,8,3.0,,,2248.0,2248,,,,,06037,,3,,,,2,33818202,-118362809,6545.0,,,,,,0100,261,TORR-LO,060376512.012009,54722,3101,416967,96163,0.0,,,,1,,,1955.0,,,396312.0,1012568.0,2016,616256.0,11521.63,,,60376512012009
12681304,,,,1.0,3.0,,6,1.0,,,1140.0,1140,,,,,06037,,1,,,,7,33818918,-118360891,6467.0,,,,,,0100,261,TORR-LO,060376512.011010,54722,3101,416967,96163,0.0,,,,1,,,1954.0,,,140400.0,701900.0,2016,561500.0,8084.22,,,60376512011010
12681527,,,,2.0,3.0,,6,2.0,,,1287.0,1287,,,,,06037,,2,,,,2,33812193,-118367570,5952.0,1,,,,1,0101,261,TORR-LO,060376513.021000,54722,3101,416330,96163,0.0,,,,1,,,1953.0,,,110518.0,270321.0,2016,159803.0,3210.39,,,60376513021000
12681865,,,,2.0,3.0,,6,2.0,,,1124.0,1124,,,,,06037,,2,,,,7,33809240,-118365805,5568.0,,,,,,0100,261,TORR-LO,060376513.021003,54722,3101,115657,96163,0.0,,,,1,,,1953.0,,,130049.0,642308.0,2016,512259.0,7338.52,,,60376513021003
12682003,,,,2.0,3.0,,8,2.0,,,1468.0,1468,,,,,06037,,2,,,,2,33808025,-118367783,12401.0,,,,,,0100,261,TORR-LO,060376513.022000,54722,3101,,96163,0.0,,,,1,,,1956.0,,,44091.0,118214.0,2016,74123.0,1633.78,,,60376513022000
12682103,,,,3.0,4.0,,8,3.0,,,2821.0,2821,,,,,06037,,3,,,,2,33806236,-118369230,9632.0,,,,,,0100,261,TORR-LO,060376513.023002,54722,3101,,96163,0.0,,,,1,,,1956.0,,,119141.0,183523.0,2016,64382.0,2326.86,,,60376513023002
12682203,,,,2.0,3.0,,8,2.0,,,1553.0,1553,,,,,06037,,2,,,,2,33804799,-118371069,7130.0,,,,,,0100,261,TORR-LO,060376513.023003,54722,3101,115657,96163,0.0,,,,1,,,1955.0,,,45334.0,109716.0,2016,64382.0,1518.55,,,60376513023003
12682905,,,,2.0,3.0,,4,2.0,,,1468.0,,,1468,,,06037,,2,,,,,33800663,-118348708,5078.0,,,,,,0200,246,TORR-LM,060376514.022035,54722,3101,118825,96163,0.0,,,,2,,,1934.0,,,83605.0,399326.0,2016,315721.0,4670.27,,,60376514022035
12684025,,,,3.0,4.0,,8,3.0,,,3354.0,3354,,,,,06037,,3,,,,2,33787508,-118336680,7190.0,,,,,,0100,261,TORR-LO,060376514.012000,54722,3101,416329,96163,0.0,,,,1,,,1954.0,,,132600.0,1020000.0,2016,887400.0,11641.41,,,60376514012000
12684271,,,,2.0,3.0,,6,2.0,,,1214.0,1214,,,,,06037,,2,,,,7,33785049,-118334851,6419.0,,,,,,0100,261,TORR-LO,060376514.012012,54722,3101,416329,96163,0.0,,,,1,,,1955.0,,,136483.0,682416.0,2016,545933.0,7789.97,,,60376514012012
12684517,,,,3.0,3.0,,6,3.0,,,1692.0,1692,,,,,06037,,3,,,,2,33790943,-118332693,6921.0,,,,,,0100,261,TORR-LO,060376514.011010,54722,3101,416329,96163,0.0,,,,1,,,1953.0,,,102168.0,344954.0,2016,242786.0,4061.85,,,60376514011010
12685047,,,,3.0,3.0,,8,3.0,,,1847.0,1847,,,,,06037,,3,,,,2,33797963,-118363672,7263.0,,,,,,0100,261,PVR1YY,060376703.241005,33311,3101,,96121,0.0,,,,1,,,1954.0,,,60449.0,135399.0,2016,74950.0,2795.14,,,60376703241005
12685623,,,,2.0,3.0,,8,2.0,,,2051.0,2051,,,,,06037,,2,,,,2,33801120,-118367410,7171.0,,,,,,0100,261,PVR1*,060376703.241009,33311,3101,,96121,0.0,,,,1,,,1952.0,,,192897.0,964487.0,2016,771590.0,11701.77,,,60376703241009
12685669,,,,3.0,5.0,,7,3.0,,,2653.0,2653,,,,,06037,,3,,,,2,33800283,-118365728,6909.0,,,,,,0100,261,PVR1*,060376703.241009,33311,3101,,96121,0.0,,,,1,,,1952.0,,,290066.0,800366.0,2016,510300.0,10020.82,,,60376703241009
12685989,,,,2.0,2.0,,8,2.0,,,1294.0,1294,,,,,06037,,2,,,,2,33800000,-118388000,16722.0,,,,,,010C,266,PVRM*,060376703.244019,33311,3101,,96121,0.0,,,,1,,,1971.0,,,170966.0,585076.0,2016,414110.0,7429.45,,,60376703244019
12686035,,,,2.0,3.0,,7,2.0,,,1869.0,1869,,,,,06037,,2,,,,2,33799748,-118384640,9262.0,,,,,,0100,261,PVR1*,060376703.244019,33311,3101,,96121,0.0,,,,1,,,1958.0,,,68320.0,157148.0,2016,88828.0,3015.88,,,60376703244019
12686602,,,,5.0,5.0,,9,5.0,,,3992.0,3992,,,,,06037,,5,,,,2,33795548,-118395589,8560.0,1,,,,1,0104,261,PVR1*,060376703.243018,33311,3101,,96121,0.0,,,,1,,,1928.0,,,283840.0,373080.0,2016,89240.0,5796.31,,,60376703243018
12686824,,,,3.0,4.0,,9,3.0,,,2617.0,2617,,,,,06037,,3,,,,2,33783076,-118416971,9509.0,,,,,,0100,261,PVR1YY,060376703.263012,33311,3101,,96121,0.0,,,,1,,,1967.0,,,250686.0,993228.0,2016,742542.0,12074.03,,,60376703263012
12687131,,,,2.0,3.0,,7,2.0,,,1762.0,1762,,,,,06037,,2,,,,2,33781397,-118408775,11217.0,,,,,,0100,261,PVR1*,060376703.262000,33311,3101,,96121,0.0,,,,1,,,1957.0,,,140245.0,279329.0,2016,139084.0,3906.32,,,60376703262000
12687392,,,,2.0,4.0,,9,2.0,,,2620.0,2620,,,,,06037,,2,,,,2,33776950,-118420074,10882.0,,,,,,0100,261,PVR1*,060376703.281005,33311,3101,,96121,0.0,,,,1,,,1969.0,,,308664.0,1543336.0,2016,1234672.0,17925.97,,,60376703281005
12687415,1,,,8.0,7.0,,,8.0,,,7315.0,7315,,,,,06037,,8,,,,2,33779940,-118420722,23256.0,1,,,,1,0101,261,PVR1*,060376703.281003,33311,3101,,96121,0.0,,,,1,,,2002.0,,,2370705.0,5314446.0,2016,2943741.0,59101.52,,,60376703281003
12687461,,,,2.0,3.0,,8,2.0,,,1584.0,1584,,,,,06037,,2,,,,2,33773896,-118421221,10231.0,,,,,,0100,261,PVR1YY,060376703.281015,33311,3101,,96121,0.0,,,,1,,,1951.0,,,247991.0,1239959.0,2016,991968.0,14535.77,,,60376703281015
12687576,,,,2.0,3.0,,7,2.0,,,1619.0,1619,,,,,06037,,2,,,,2,33773900,-118417000,10667.0,,,,,,010C,266,PVRM*,060376703.281009,33311,3101,,96121,0.0,,,,1,,,1976.0,,,214463.0,578953.0,2016,364490.0,7442.7,,,60376703281009
12687622,,,,2.0,2.0,,8,2.0,,,1544.0,1544,,,,,06037,,2,,,,2,33772090,-118418503,10465.0,,,,,,0100,261,PVR1*,060376703.282020,33311,3101,,96121,0.0,,,,1,,,1953.0,,,99096.0,211421.0,2016,112325.0,3522.28,,,60376703282020
12687768,,,,5.0,3.0,,7,5.0,,,2828.0,2828,,,,,06037,,5,,,,2,33767698,-118418714,20011.0,1,,,,1,0101,261,PVR1*,060376703.282010,33311,3101,,96121,0.0,,,,1,,,1963.0,,,786514.0,2868081.0,2016,2081567.0,32144.44,,,60376703282010
12689241,,,,4.0,4.0,,9,4.0,,,3085.0,3085,,,,,06037,,4,,,,2,33789490,-118392990,29060.0,,,,,,0100,261,PVR1*,060376703.261005,33311,3101,,96121,0.0,,,,1,,,1973.0,,,299667.0,803719.0,2016,504052.0,10270.95,,,60376703261005
12689555,,,,2.0,3.0,,7,2.0,,,1725.0,1725,,,,,06037,,2,,,,2,33790853,-118392521,11401.0,,,,,,0100,261,PVR1*,060376703.261004,33311,3101,,96121,0.0,,,,1,,,1950.0,,,255800.0,1280000.0,2016,1024200.0,14998.91,,,60376703261004
12689624,,,,3.0,4.0,,7,3.0,,,1992.0,1992,,,,,06037,,3,,,,2,33791592,-118389390,5849.0,,,,,,0100,261,PVR1YY,060376703.261003,33311,3101,,96121,0.0,,,,1,,,1960.0,,,81786.0,146723.0,2016,64937.0,2992.09,,,60376703261003
12690192,,,,2.0,3.0,,6,2.0,,,1312.0,1312,,,,,06037,,2,,,,2,33791792,-118374144,9492.0,,,,,,0100,261,RPRS8000*,060376704.112000,54053,3101,,96122,0.0,,,,1,,,1956.0,,,154910.0,774556.0,2016,619646.0,8955.64,,,60376704112000
12690315,,,,3.0,4.0,,8,3.0,,,2769.0,2769,,,,,06037,,3,,,,2,33791070,-118374738,7342.0,,,,,,0100,261,RPRS8000*,060376704.112000,54053,3101,,96122,0.0,,,,1,,,1956.0,,,310103.0,1550524.0,2016,1240421.0,17258.29,,,60376704112000
12690361,1,,,2.0,3.0,,8,2.0,,,1912.0,1912,,,,,06037,,2,,,,2,33792195,-118378073,7087.0,,,,,,0100,261,RPRS8000*,060376704.112000,54053,3101,,96122,0.0,,,,1,,,1961.0,,,62221.0,126603.0,2016,64382.0,1684.15,,,60376704112000
12690682,,,,3.0,5.0,,7,3.0,,,2876.0,2876,,,,,06037,,3,,,,2,33793700,-118344559,6009.0,,,,,,0100,261,TORR-LO,060376514.023001,54722,3101,416966,96163,0.0,,,,1,,,1975.0,,,147728.0,209017.0,2016,61289.0,2595.98,,,60376514023001
12690805,,,,3.0,4.0,,7,3.0,,,2178.0,2178,,,,,06037,,3,,,,2,33789595,-118338421,6932.0,,,,,,0100,261,TORR-LO,060376514.023017,54722,3101,416329,96163,0.0,,,,1,,,1976.0,,,192966.0,598248.0,2016,405282.0,6978.09,,,60376514023017
12691151,,,,4.0,5.0,,7,4.0,,,2672.0,2672,,,,,06037,,4,,,,2,33793017,-118344739,6238.0,,,,,,0100,261,TORR-LO,060376514.023011,54722,3101,416966,96163,0.0,,,,1,,,1976.0,,,395851.0,784232.0,2016,388381.0,8985.74,,,60376514023011
12691602,1,,,3.0,4.0,,9,3.0,,,3337.0,3337,,,,,06037,,3,,,,2,33781923,-118349045,18862.0,1,,,,1,0101,261,RERA20000*,060376702.011001,33727,3101,,96121,0.0,,,,1,,,1970.0,,,216597.0,354446.0,2016,137849.0,4682.71,,,60376702011001
12691740,,,,1.0,1.0,,8,1.0,,,659.0,659,,,,,06037,,1,,,,7,33785200,-118342000,433845.0,1,,,,1,010E,266,LCR3*,060376702.012012,,3101,,96121,0.0,,,,1,,,1973.0,,,91967.0,194666.0,2016,102699.0,2775.12,,,60376702012012
12691840,,,,1.0,1.0,,8,1.0,,,659.0,659,,,,,06037,,1,,,,7,33785200,-118342000,433845.0,1,,,,1,010E,266,LCR3*,060376702.012012,,3101,,96121,0.0,,,,1,,,1973.0,,,128361.0,253457.0,2016,125096.0,3399.86,,,60376702012012
12692063,,,,2.0,3.0,,4,2.0,,,1339.0,1339,,,,,06037,,2,,,,7,33784521,-118313043,7627.0,,,,,,0100,261,LOR1*,060376701.003011,53027,3101,,96217,0.0,,,,1,,,1929.0,,,151697.0,621749.0,2016,470052.0,7724.27,,,60376701003011
12692232,,,,2.0,3.0,,8,2.0,,,2169.0,2169,,,,,06037,,2,,,,2,33782110,-118312038,11245.0,,,,,,0100,261,LOA1*,060376701.003009,53027,3101,,96217,0.0,,,,1,,,1973.0,,,129831.0,486873.0,2016,357042.0,6097.86,,,60376701003009
12692347,,,,3.0,5.0,,8,3.0,,,2455.0,2455,,,,,06037,,3,,,,2,33781018,-118312119,7546.0,1,,,,1,0101,261,LOR17000*,060376701.003010,53027,3101,,96217,0.0,,,,1,,,1968.0,,,93928.0,172887.0,2016,78959.0,2490.54,,,60376701003010
12692470,,,,3.0,4.0,,8,3.0,,,2406.0,2406,,,,,06037,,3,,,,2,33778860,-118315056,7648.0,1,,,,1,0101,261,LOR17000*,060376701.003013,53027,3101,,96217,0.0,,,,1,,,1967.0,,,66047.0,127325.0,2016,61278.0,1954.9,,,60376701003013
12692985,1,,,2.0,2.0,,8,2.0,,,1035.0,1035,,,,,06037,,2,,,,2,33757500,-118313000,114469.0,,,,,,010C,266,RPRS-4*,060376707.012013,54053,3101,,96122,0.0,,,,1,,,1979.0,,,178462.0,335496.0,2016,157034.0,4278.3,,,60376707012013
12693108,,,,2.0,3.0,,6,2.0,,,1598.0,1598,,,,,06037,,2,,,,2,33756567,-118313373,7810.0,,,,,,0100,261,RPRS-4*,060376707.013003,54053,3101,,96122,0.0,,,,1,,,1955.0,,,70844.0,136317.0,2016,65473.0,1938.75,,,60376707013003
12693469,,,,3.0,5.0,,9,3.0,,,3937.0,3937,,,,,06037,,3,,,,2,33782934,-118337320,27976.0,1,,,,1,0101,261,RERA2L,060376702.012006,33727,3101,,96121,0.0,,,,,,,1960.0,,,106103.0,2069026.0,2016,1962923.0,22932.3,Y,14,60376702012006
12693675,,,,3.0,6.0,,8,3.0,,,3302.0,3302,,,,,06037,,3,,,,2,33776504,-118327312,15530.0,1,,,,1,0101,261,RERA2L,060376702.012006,33727,3101,,96121,0.0,,,,1,,,1952.0,,,345565.0,1100440.0,2016,754875.0,12532.61,,,60376702012006
12693767,,,,3.0,5.0,,7,3.0,,,2784.0,2784,,,,,06037,,3,,,,2,33780171,-118324375,15565.0,1,,,,1,0101,261,REA*,060376702.012006,33727,3101,,96121,0.0,,,,1,,,1971.0,,,132730.0,208714.0,2016,75984.0,3109.44,,,60376702012006
12693867,,,,3.0,4.0,,7,3.0,,,3206.0,3206,,,,,06037,,3,,,,2,33776864,-118317628,9799.0,,,,,,0100,261,RERA20000*,060376702.012003,33727,3101,,96121,0.0,,,,1,,,1960.0,,,292403.0,1271175.0,2016,978772.0,14357.22,,,60376702012003
12694343,,,,2.0,4.0,,8,2.0,,,1864.0,1864,,,,,06037,,2,,,,2,33767209,-118315321,7618.0,,,,,,0100,261,RPRS-4*,060376707.011016,54053,3101,,96122,0.0,,,,1,,,1959.0,,,76607.0,123801.0,2016,47194.0,1886.11,Y,15,60376707011016
12694466,,,,2.0,4.0,,8,2.0,,,1746.0,1746,,,,,06037,,2,,,,2,33763989,-118314186,6218.0,,,,,,0100,261,RPRS-4*,060376707.012005,54053,3101,,96122,0.0,,,,1,,,1959.0,,,247619.0,878190.0,2016,630571.0,10623.72,,,60376707012005
12694596,1,,,4.0,4.0,,6,4.0,,,2700.0,,,2700,,,06037,,4,,,,2,33788259,-118320600,7817.0,,,,,,0300,247,LOR1-RVD15,060376701.001003,53027,3101,,96217,0.0,,,,3,,,1931.0,,,60149.0,104858.0,2016,44709.0,1935.94,,,60376701001003
12694703,,,,1.0,2.0,,6,1.0,,,812.0,812,,,,,06037,,1,,,,7,33787300,-118321000,59280.0,,,,,,010C,266,LORVD1200*,060376701.001003,53027,3101,,96217,0.0,,,,1,,,1973.0,,,66557.0,185604.0,2016,119047.0,2444.66,,,60376701001003
12694993,,,,2.0,2.0,,6,2.0,,,950.0,950,,,,,06037,,2,,,,7,33788300,-118318000,60890.0,1,,,,1,010C,266,LORVD1500*,060376701.001001,53027,3101,,96217,0.0,,,,1,,,1976.0,,,99000.0,316000.0,2016,217000.0,3978.68,,,60376701001001
12695360,,,,1.0,2.0,,4,1.0,,,884.0,884,,,,,06037,,1,,,,7,33787188,-118310200,18328.0,,,,,,0100,261,LOR1*,060376701.004008,53027,3101,,96217,0.0,,,,1,,,1939.0,,,238583.0,746208.0,2016,507625.0,9194.26,,,60376701004008
12695743,,,,4.0,4.0,,8,4.0,,,2008.0,2008,,,,,06037,,4,,,,2,33767072,-118319371,12630.0,1,,,,1,0101,261,RERA20000H,060376707.021004,33727,3101,,96121,0.0,,,,1,,,1956.0,,,149747.0,748751.0,2016,599004.0,8732.04,,,60376707021004
12695843,,,,3.0,4.0,,7,3.0,,,2617.0,2617,,,,,06037,,3,,,,2,33766610,-118323793,20813.0,1,,,,1,0101,261,RPRS20000&,060376707.021016,54053,3101,,96122,0.0,,,,1,,,1962.0,,,145402.0,221928.0,2016,76526.0,2984.73,,,60376707021016
12696227,,,,3.0,4.0,,7,3.0,,,2521.0,2521,,,,,06037,,3,,,,2,33756807,-118320169,15515.0,1,,,,1,0101,261,RPRS20000&,060376707.022000,54053,3101,,96122,0.0,,,,1,,,1960.0,,,363663.0,1156281.0,2016,792618.0,12981.46,,,60376707022000
12696365,1,,,1.0,3.0,,4,1.0,,,1516.0,1516,,,,,06037,,1,,,,2,33753827,-118312342,5688.0,,,,,,0100,261,RPRS-4*,060376707.013005,54053,3101,,96122,0.0,,,,1,,,1950.0,,,131512.0,657562.0,2016,526050.0,8110.42,,,60376707013005
12697301,1,,,3.0,3.0,,9,3.0,,,3165.0,3165,,,,,06037,,3,,,,2,33739039,-118330847,12491.0,,,,,,0101,261,RPRS13000*,060376706.021030,54053,3101,,96122,0.0,,,,1,,,1996.0,,,452461.0,583591.0,2016,131130.0,7114.59,,,60376706021030
12697401,,,,3.0,3.0,,8,3.0,,,3028.0,3028,,,,,06037,,3,,,,2,33737303,-118336208,20499.0,,,,,,0100,261,RPRS13000*,060376706.021028,54053,3101,,96122,0.0,,,,1,,,1961.0,,,231405.0,375848.0,2016,144443.0,4439.05,,,60376706021028
12697747,,,,2.0,3.0,,6,2.0,,,1242.0,1242,,,,,06037,,2,,,,2,33746113,-118310235,7078.0,,,,,,0100,261,LAR1,060372964.012001,12447,3101,54300,96222,0.0,,,,1,,,1955.0,,,107658.0,538312.0,2016,430654.0,6474.74,,,60372964012001
12697847,,,,2.0,3.0,,8,2.0,,,1894.0,1894,,,,,06037,,2,,,,2,33745856,-118315918,6608.0,,,,,,0100,261,LAR1,060372964.012004,12447,3101,54300,96222,0.0,,,,1,,,1955.0,,,160002.0,466484.0,2016,306482.0,5642.13,,,60372964012004
12698170,,,,1.0,1.0,,6,1.0,,,792.0,792,,,,,06037,,1,,,,7,33741700,-118318000,311190.0,1,,,,1,010C,266,LARD1.5,060372964.011008,12447,3101,54300,96222,0.0,,,,1,,,1971.0,,,75246.0,100312.0,2016,25066.0,1205.77,,,60372964011008
12698293,,,,3.0,5.0,,6,3.0,,,1860.0,1860,,,,,06037,,3,,,,2,33739897,-118312293,14300.0,,,,,,0100,261,LAR1,060372964.011008,12447,3101,54300,96222,0.0,,,,1,,,1955.0,,,63143.0,115308.0,2016,52165.0,1605.49,,,60372964011008
12698539,,,,3.0,3.0,,8,3.0,,,2060.0,2060,,,,,06037,,3,,,,2,33741453,-118310541,6881.0,,,,,,0100,261,LAR1,060372964.011010,12447,3101,54300,96222,0.0,,,,1,,,1974.0,,,123951.0,426489.0,2016,302538.0,5311.44,,,60372964011010
12699231,,,,3.0,4.0,,6,3.0,,,2229.0,2229,,,,,06037,,3,,,,2,33734077,-118313542,6921.0,1,,,,1,0104,261,LAR1,060372970.001004,12447,3101,54300,96222,0.0,,,,1,,,1950.0,,,78220.0,125004.0,2016,46784.0,1657.02,,,60372970001004
12699407,,,,3.0,4.0,,7,3.0,,,2792.0,2792,,,,,06037,,3,,,,2,33749473,-118322456,8345.0,1,,,,1,0100,261,RPRS13000*,060376707.023001,54053,3101,,96122,0.0,,,,1,,,1938.0,,,198326.0,853120.0,2016,654794.0,9983.91,,,60376707023001
12699706,1,,,4.0,4.0,,9,4.0,,,3640.0,3640,,,,,06037,,4,,,,2,33739645,-118318249,11234.0,1,,,,1,0100,261,RPRS20000*,060376707.023018,12447,3101,54300,96122,0.0,,,,1,,,1958.0,,,326452.0,1060731.0,2016,734279.0,12203.4,,,60376707023018
12699729,,,,4.0,2.0,,7,4.0,,,2071.0,2071,,,,,06037,,4,,,,2,33736605,-118321277,18000.0,,,,,,0100,261,RPRS20000*,060376707.023018,54053,3101,,96122,0.0,,,,1,,,1959.0,,,299585.0,813589.0,2016,514004.0,9449.34,,,60376707023018
12699852,,,,3.0,4.0,,7,3.0,,,2836.0,2836,,,,,06037,,3,,,,2,33736273,-118329300,27253.0,1,,,,1,0101,261,RPRS20000-,060376707.024009,54053,3101,,96122,0.0,,,,1,,,1958.0,,,570060.0,1501523.0,2016,931463.0,16869.19,,,60376707024009
12700044,,,,2.0,4.0,,8,2.0,,,1910.0,1910,,,,,06037,,2,,,,2,33724830,-118315975,7668.0,,,,,,0100,261,LAR1,060372974.001006,12447,3101,54300,96222,0.0,,,,1,,,1960.0,,,68943.0,110759.0,2016,41816.0,1563.99,,,60372974001006
12700190,,,,4.0,4.0,,9,4.0,,,3655.0,3655,,,,,06037,,4,,,,2,33728116,-118313104,6817.0,,,,,,0100,261,LAR1,060372974.001003,12447,3101,54300,96222,0.0,,,,1,,,1993.0,,,404461.0,957165.0,2016,552704.0,11786.85,,,60372974001003
12700459,1,,,3.0,3.0,,8,3.0,,,2348.0,2348,,,,,06037,,3,,,,2,33726720,-118320303,6997.0,,,,,,0100,261,LAR1,060372974.003016,12447,3101,54300,96222,0.0,,,,1,,,1961.0,,,222385.0,414315.0,2016,191930.0,5351.78,,,60372974003016
12700559,,,,3.0,4.0,,8,3.0,,,2905.0,2905,,,,,06037,,3,,,,2,33728607,-118324350,7210.0,,,,,,0100,261,LAR1,060372974.003008,12447,3101,54300,96222,0.0,,,,1,,,1966.0,,,284771.0,1139086.0,2016,854315.0,13949.76,,,60372974003008
12700635,,,,2.0,3.0,,7,2.0,,,2277.0,2277,,,,,06037,,2,,,,2,34033967,-118312894,147853.0,,,,,,010C,266,LARD6,060372214.011003,12447,3101,54300,96222,0.0,,,,1,,,1984.0,,,252331.0,420543.0,2016,168212.0,5431.51,,,60372974002005
12700735,,,,2.0,1.0,,6,2.0,,,875.0,875,,,,,06037,,2,,,,7,34033956,-118315026,85498.0,1,,,,1,010E,266,LAR1,060372214.011004,12447,3101,54300,96222,0.0,,,,1,,,1969.0,,,164169.0,216003.0,2016,51834.0,2763.63,,,60372974002005
12700996,,,,2.0,3.0,,8,2.0,,,1598.0,1598,,,,,06037,,2,,,,2,33719445,-118320100,7306.0,,,,,,0100,261,LAR1,060372974.002000,12447,3101,54300,96222,0.0,,,,1,,,1957.0,,,245589.0,1018587.0,2016,772998.0,12453.63,,,60372974002000
12701288,,,,1.0,3.0,,6,1.0,,,2126.0,2126,,,,,06037,,1,,,,2,33724248,-118323730,15190.0,,,,,,0100,261,LAR1,060372974.002005,12447,3101,54300,96222,0.0,,,,1,,,1958.0,,,67080.0,113035.0,2016,45955.0,1717.0,,,60372974002005
12701741,,,,3.0,4.0,,8,3.0,,,2435.0,2435,,,,,06037,,3,,,,2,33735714,-118342498,13771.0,,,,,,0100,261,RPRS13000*,060376706.021008,54053,3101,,96122,0.0,,,,1,,,1965.0,,,367119.0,917798.0,2016,550679.0,10643.39,,,60376706021008
12702191,1,,,3.0,5.0,,7,3.0,,,3198.0,3198,,,,,06037,,3,,,,2,33743875,-118326069,14680.0,1,,,,1,0100,261,RPRS20000*,060376707.024002,54053,3101,,96122,0.0,,,,1,,,1969.0,,,326000.0,1475000.0,2016,1149000.0,16598.35,,,60376707024002
12702329,,,,3.0,5.0,,7,3.0,,,3192.0,3192,,,,,06037,,3,,,,2,33743850,-118328136,13348.0,,,,,,0100,261,RPRS20000*,060376707.024002,54053,3101,,96122,0.0,,,,1,,,1967.0,,,424990.0,931822.0,2016,506832.0,10744.65,,,60376707024002
12702536,,,,4.0,7.0,,7,4.0,,,3630.0,3630,,,,,06037,,4,,,,2,33740219,-118328603,19927.0,1,,,,1,0101,261,RPRS20000*,060376707.024002,54053,3101,,96122,0.0,,,,1,,,1961.0,,,376284.0,1441246.0,2016,1064962.0,15984.85,,,60376707024002
12703011,,,,3.0,4.0,,9,3.0,,,3061.0,3061,,,,,06037,,3,,,,2,33757746,-118341729,134609.0,1,,,,1,0101,261,RHRAS2,060376705.001016,6822,3101,,96121,0.0,,,,1,,,1961.0,,,173683.0,340176.0,2016,166493.0,5046.08,,,60376705001016
12703256,,,,3.0,4.0,,9,3.0,,,3096.0,3096,,,,,06037,,3,,,,2,33766927,-118332275,20574.0,,,,,,0100,261,RPRS20000&,060376707.021013,54053,3101,,96122,0.0,,,,1,,,1965.0,,,153858.0,220110.0,2016,66252.0,2986.16,,,60376707021013
12703662,,,,4.0,4.0,,11,4.0,,,3732.0,3732,,,,,06037,,4,,,,2,33761590,-118355707,112734.0,1,,,,1,0103,261,RHRAS2,060376705.001010,6822,3101,,96121,0.0,,,,1,,,1967.0,,,948880.0,2906965.0,2016,1958085.0,32784.5,,,60376705001010
12703900,,,,3.0,4.0,,8,3.0,,,2495.0,2495,,,,,06037,,3,,,,2,33777592,-118350602,12689.0,1,,,,1,0101,261,LCRA20000*,060376702.011008,33312,3101,,96121,0.0,,,,1,,,1954.0,,,672165.0,1734519.0,2016,1062354.0,19306.8,,,60376702011008
12704256,,,,2.0,3.0,,7,2.0,,,2207.0,2207,,,,,06037,,2,,,,2,33746116,-118371815,25346.0,,,,,,0100,261,RPRS20000&,060376706.023029,54053,3101,,96122,0.0,,,,1,,,1950.0,,,53519.0,105603.0,2016,52084.0,2627.8,,,60376706023029
12704408,,,,3.0,3.0,,7,3.0,,,2282.0,2282,,,,,06037,,3,,,,2,33747563,-118404444,264946.0,,,,,,010C,266,RPCN*,060376706.022020,54053,3101,,96122,0.0,,,,1,,,1989.0,,,235254.0,664743.0,2016,429489.0,7830.09,,,60376706022020
